Date and Time:                Tue Jan 23 14:48:56.612 2024
Software Version:             4.30.30034.0
Temperature (C):              -75
Model:                        DU970P_BV
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         true
Vertical Shift Speed (usecs): 4,88
Pixel Readout Rate (MHz):     0,05
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             Electron Multiplying
EM DAC level:                 2
Serial Number:                13379
Pre-Amplifier Gain:           1x
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                SR-1350
Wavelength (nm):              653,363
Grating Groove Density (l/mm):150,014
Grating Blaze:                500
Input Flipper Port:           Side
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



1;299
2;299
3;299
4;298
5;299
6;298
7;299
8;299
9;298
10;299
11;298
12;299
13;299
14;299
15;299
16;299
17;299
18;300
19;301
20;300
21;300
22;300
23;300
24;299
25;297
26;299
27;300
28;299
29;298
30;298
31;298
32;300
33;299
34;299
35;300
36;299
37;299
38;299
39;300
40;301
41;301
42;307
43;306
44;312
45;307
46;314
47;319
48;317
49;315
50;321
51;321
52;322
53;321
54;318
55;321
56;320
57;321
58;320
59;323
60;318
61;326
62;319
63;324
64;321
65;319
66;320
67;320
68;325
69;324
70;327
71;322
72;327
73;321
74;323
75;326
76;320
77;323
78;320
79;324
80;325
81;326
82;323
83;320
84;324
85;320
86;326
87;320
88;323
89;328
90;323
91;321
92;328
93;323
94;320
95;319
96;325
97;326
98;321
99;322
100;322
101;326
102;323
103;322
104;320
105;324
106;323
107;324
108;322
109;326
110;326
111;322
112;326
113;324
114;324
115;331
116;323
117;327
118;326
119;323
120;327
121;319
122;322
123;331
124;323
125;321
126;324
127;328
128;326
129;321
130;326
131;324
132;330
133;325
134;325
135;325
136;321
137;325
138;326
139;327
140;327
141;323
142;325
143;323
144;325
145;321
146;324
147;326
148;322
149;320
150;323
151;323
152;325
153;323
154;324
155;324
156;327
157;324
158;320
159;329
160;324
161;333
162;323
163;323
164;325
165;326
166;325
167;325
168;322
169;328
170;326
171;324
172;324
173;323
174;322
175;329
176;324
177;323
178;323
179;322
180;322
181;320
182;323
183;323
184;324
185;326
186;325
187;327
188;326
189;322
190;323
191;324
192;331
193;324
194;324
195;324
196;325
197;325
198;325
199;325
200;318
201;324
202;327
203;325
204;324
205;327
206;321
207;328
208;323
209;322
210;327
211;324
212;322
213;325
214;321
215;322
216;324
217;322
218;330
219;323
220;329
221;323
222;325
223;323
224;321
225;325
226;328
227;327
228;325
229;327
230;322
231;318
232;327
233;325
234;324
235;325
236;326
237;327
238;328
239;320
240;328
241;331
242;326
243;326
244;326
245;330
246;323
247;322
248;327
249;324
250;326
251;325
252;322
253;328
254;329
255;327
256;318
257;331
258;324
259;323
260;323
261;321
262;325
263;326
264;322
265;324
266;327
267;329
268;326
269;324
270;326
271;326
272;321
273;324
274;325
275;327
276;328
277;329
278;329
279;326
280;329
281;321
282;327
283;324
284;325
285;323
286;328
287;327
288;322
289;328
290;322
291;323
292;327
293;326
294;328
295;322
296;321
297;325
298;328
299;323
300;330
301;322
302;331
303;330
304;322
305;325
306;321
307;325
308;323
309;324
310;325
311;325
312;325
313;326
314;326
315;325
316;324
317;324
318;322
319;326
320;324
321;327
322;326
323;325
324;325
325;331
326;324
327;322
328;329
329;326
330;326
331;324
332;326
333;325
334;323
335;325
336;325
337;322
338;322
339;324
340;324
341;324
342;327
343;323
344;326
345;319
346;327
347;324
348;327
349;323
350;326
351;326
352;325
353;327
354;324
355;328
356;327
357;324
358;322
359;325
360;329
361;321
362;328
363;326
364;330
365;325
366;326
367;325
368;329
369;326
370;327
371;323
372;326
373;330
374;325
375;326
376;324
377;328
378;332
379;326
380;325
381;323
382;321
383;324
384;320
385;328
386;324
387;327
388;325
389;325
390;325
391;323
392;328
393;330
394;325
395;324
396;325
397;326
398;325
399;324
400;321
401;320
402;324
403;321
404;321
405;317
406;325
407;322
408;320
409;327
410;331
411;323
412;324
413;320
414;324
415;323
416;324
417;323
418;323
419;326
420;322
421;326
422;324
423;327
424;325
425;324
426;326
427;326
428;326
429;327
430;325
431;323
432;323
433;326
434;325
435;323
436;323
437;327
438;321
439;330
440;325
441;321
442;322
443;325
444;326
445;323
446;324
447;327
448;325
449;321
450;322
451;326
452;321
453;325
454;324
455;321
456;324
457;327
458;325
459;325
460;320
461;328
462;323
463;326
464;327
465;325
466;321
467;324
468;326
469;321
470;322
471;320
472;327
473;323
474;327
475;326
476;328
477;321
478;325
479;327
480;324
481;324
482;321
483;327
484;322
485;323
486;329
487;322
488;320
489;321
490;322
491;327
492;322
493;321
494;323
495;323
496;323
497;324
498;325
499;326
500;321
501;327
502;325
503;323
504;323
505;321
506;323
507;323
508;326
509;326
510;323
511;326
512;323
513;320
514;322
515;318
516;318
517;326
518;325
519;330
520;326
521;325
522;321
523;321
524;319
525;324
526;323
527;324
528;327
529;319
530;319
531;323
532;322
533;320
534;324
535;322
536;320
537;326
538;320
539;325
540;322
541;323
542;318
543;322
544;316
545;317
546;325
547;320
548;324
549;323
550;324
551;322
552;316
553;318
554;320
555;321
556;325
557;325
558;322
559;319
560;320
561;320
562;324
563;321
564;316
565;324
566;324
567;323
568;316
569;318
570;326
571;319
572;321
573;320
574;323
575;318
576;315
577;319
578;320
579;322
580;319
581;323
582;319
583;319
584;323
585;320
586;319
587;323
588;316
589;324
590;319
591;322
592;315
593;320
594;318
595;319
596;320
597;321
598;324
599;321
600;319
601;321
602;317
603;319
604;323
605;319
606;324
607;316
608;323
609;319
610;322
611;317
612;318
613;316
614;317
615;318
616;319
617;317
618;321
619;322
620;317
621;322
622;316
623;318
624;319
625;315
626;316
627;322
628;318
629;317
630;319
631;319
632;320
633;318
634;319
635;318
636;313
637;317
638;319
639;318
640;317
641;316
642;317
643;313
644;315
645;318
646;321
647;318
648;319
649;320
650;316
651;318
652;317
653;317
654;316
655;314
656;318
657;319
658;321
659;318
660;318
661;317
662;319
663;318
664;314
665;318
666;316
667;320
668;319
669;317
670;319
671;315
672;317
673;316
674;317
675;317
676;316
677;315
678;318
679;315
680;318
681;317
682;314
683;316
684;316
685;317
686;315
687;314
688;317
689;315
690;318
691;316
692;319
693;314
694;314
695;317
696;316
697;317
698;318
699;318
700;319
701;317
702;318
703;317
704;316
705;314
706;316
707;317
708;314
709;315
710;312
711;314
712;313
713;313
714;317
715;318
716;317
717;314
718;316
719;314
720;312
721;317
722;314
723;314
724;319
725;314
726;315
727;315
728;314
729;312
730;315
731;317
732;317
733;315
734;313
735;314
736;317
737;313
738;313
739;313
740;314
741;316
742;313
743;315
744;317
745;315
746;313
747;313
748;313
749;312
750;313
751;314
752;311
753;314
754;318
755;321
756;312
757;314
758;314
759;316
760;313
761;314
762;310
763;314
764;316
765;314
766;311
767;313
768;314
769;315
770;314
771;316
772;313
773;314
774;314
775;314
776;315
777;313
778;314
779;313
780;315
781;310
782;316
783;316
784;313
785;313
786;316
787;313
788;316
789;311
790;313
791;313
792;317
793;315
794;317
795;311
796;312
797;310
798;314
799;315
800;316
801;312
802;316
803;315
804;310
805;315
806;316
807;309
808;311
809;317
810;313
811;314
812;314
813;309
814;313
815;312
816;311
817;310
818;310
819;311
820;312
821;313
822;311
823;315
824;313
825;310
826;310
827;315
828;312
829;313
830;312
831;312
832;314
833;310
834;311
835;314
836;312
837;311
838;310
839;312
840;312
841;311
842;310
843;315
844;311
845;309
846;311
847;312
848;309
849;309
850;311
851;315
852;311
853;314
854;309
855;314
856;312
857;311
858;311
859;311
860;311
861;310
862;311
863;310
864;311
865;313
866;310
867;311
868;311
869;311
870;309
871;310
872;307
873;308
874;311
875;311
876;312
877;308
878;311
879;309
880;308
881;308
882;311
883;311
884;309
885;310
886;311
887;311
888;311
889;310
890;307
891;310
892;312
893;311
894;308
895;311
896;310
897;314
898;310
899;309
900;313
901;311
902;308
903;307
904;308
905;308
906;309
907;312
908;309
909;308
910;309
911;310
912;310
913;308
914;309
915;310
916;307
917;309
918;307
919;309
920;310
921;308
922;310
923;307
924;309
925;308
926;310
927;310
928;313
929;309
930;309
931;312
932;308
933;306
934;310
935;309
936;308
937;308
938;309
939;306
940;305
941;307
942;312
943;306
944;307
945;308
946;307
947;308
948;311
949;309
950;307
951;312
952;306
953;311
954;308
955;307
956;306
957;305
958;310
959;305
960;307
961;310
962;307
963;306
964;308
965;308
966;307
967;306
968;308
969;305
970;307
971;307
972;304
973;306
974;305
975;309
976;306
977;308
978;305
979;306
980;306
981;309
982;308
983;308
984;306
985;306
986;306
987;307
988;307
989;306
990;306
991;308
992;304
993;306
994;306
995;305
996;305
997;309
998;308
999;306
1000;307
1001;307
1002;306
1003;305
1004;306
1005;306
1006;305
1007;305
1008;306
1009;306
1010;306
1011;307
1012;307
1013;304
1014;306
1015;304
1016;306
1017;304
1018;302
1019;304
1020;306
1021;307
1022;304
1023;305
1024;306
1025;306
1026;306
1027;304
1028;305
1029;305
1030;306
1031;304
1032;307
1033;306
1034;302
1035;304
1036;305
1037;305
1038;305
1039;305
1040;306
1041;304
1042;306
1043;304
1044;307
1045;303
1046;304
1047;305
1048;305
1049;306
1050;308
1051;304
1052;306
1053;306
1054;304
1055;306
1056;304
1057;304
1058;304
1059;306
1060;303
1061;305
1062;304
1063;305
1064;305
1065;305
1066;304
1067;306
1068;305
1069;305
1070;304
1071;305
1072;304
1073;303
1074;305
1075;304
1076;306
1077;305
1078;304
1079;303
1080;304
1081;303
1082;306
1083;304
1084;304
1085;302
1086;303
1087;303
1088;305
1089;303
1090;305
1091;304
1092;305
1093;303
1094;305
1095;304
1096;306
1097;303
1098;303
1099;304
1100;305
1101;306
1102;304
1103;306
1104;306
1105;304
1106;304
1107;303
1108;301
1109;304
1110;304
1111;304
1112;304
1113;302
1114;304
1115;301
1116;306
1117;303
1118;301
1119;302
1120;301
1121;302
1122;304
1123;304
1124;303
1125;301
1126;305
1127;302
1128;302
1129;305
1130;305
1131;302
1132;302
1133;303
1134;301
1135;301
1136;304
1137;306
1138;302
1139;303
1140;305
1141;305
1142;305
1143;302
1144;301
1145;301
1146;302
1147;302
1148;303
1149;304
1150;302
1151;300
1152;302
1153;302
1154;302
1155;304
1156;304
1157;303
1158;304
1159;305
1160;304
1161;302
1162;303
1163;302
1164;302
1165;303
1166;302
1167;302
1168;302
1169;302
1170;300
1171;302
1172;302
1173;302
1174;302
1175;304
1176;301
1177;302
1178;305
1179;299
1180;302
1181;301
1182;301
1183;303
1184;301
1185;300
1186;305
1187;299
1188;302
1189;301
1190;303
1191;302
1192;301
1193;302
1194;302
1195;304
1196;301
1197;301
1198;300
1199;302
1200;302
1201;302
1202;302
1203;304
1204;300
1205;304
1206;301
1207;299
1208;303
1209;300
1210;303
1211;302
1212;302
1213;301
1214;300
1215;301
1216;301
1217;302
1218;301
1219;304
1220;301
1221;300
1222;302
1223;301
1224;299
1225;301
1226;301
1227;301
1228;303
1229;300
1230;300
1231;301
1232;300
1233;300
1234;303
1235;301
1236;303
1237;300
1238;302
1239;301
1240;303
1241;302
1242;302
1243;300
1244;300
1245;303
1246;299
1247;302
1248;299
1249;301
1250;300
1251;300
1252;302
1253;301
1254;302
1255;301
1256;302
1257;301
1258;300
1259;301
1260;300
1261;303
1262;301
1263;301
1264;299
1265;300
1266;301
1267;300
1268;302
1269;300
1270;300
1271;304
1272;302
1273;300
1274;302
1275;301
1276;303
1277;301
1278;299
1279;300
1280;300
1281;298
1282;300
1283;300
1284;299
1285;300
1286;299
1287;300
1288;301
1289;301
1290;298
1291;303
1292;301
1293;300
1294;300
1295;301
1296;299
1297;299
1298;299
1299;300
1300;300
1301;299
1302;300
1303;300
1304;302
1305;299
1306;299
1307;300
1308;300
1309;301
1310;301
1311;301
1312;300
1313;301
1314;299
1315;299
1316;302
1317;299
1318;299
1319;300
1320;299
1321;298
1322;300
1323;300
1324;299
1325;300
1326;299
1327;300
1328;300
1329;301
1330;300
1331;299
1332;299
1333;300
1334;300
1335;299
1336;299
